animal_id,group_id,date,training_day,data_complete,total_interactions,direct_interactions,audio_events,pulse_events,audio_only_events,audio_only_proportion,pulse_audio_ratio,social_responses,missing_records
C006,G1,2026-09-02,2,1,5,4,4,2,2,0.5,0.5,1,0
C006,G1,2026-09-03,3,1,2,1,1,0,1,1.0,0.0,1,0
C006,G1,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C006,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C006,G1,2026-09-06,6,1,5,2,2,1,1,0.5,0.5,3,0
C006,G1,2026-09-07,7,1,6,4,4,0,4,1.0,0.0,2,0
C007,G1,2026-09-01,1,1,0,0,0,0,0,,,0,0
C007,G1,2026-09-02,2,1,0,0,0,0,0,,,0,0
C007,G1,2026-09-03,3,1,2,2,2,0,2,1.0,0.0,0,0
C007,G1,2026-09-04,4,1,0,0,0,0,0,,,0,0
C007,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C007,G1,2026-09-06,6,1,3,1,1,0,1,1.0,0.0,2,0
C007,G1,2026-09-07,7,1,2,1,1,0,1,1.0,0.0,1,0
C008,G1,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C008,G1,2026-09-02,2,1,1,1,1,1,0,0.0,1.0,0,0
C008,G1,2026-09-03,3,1,3,1,1,1,0,0.0,1.0,2,0
C008,G1,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C008,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C008,G1,2026-09-06,6,1,4,2,2,0,2,1.0,0.0,2,0
C008,G1,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C009,G1,2026-09-01,1,1,0,0,0,0,0,,,0,0
C009,G1,2026-09-02,2,1,0,0,0,0,0,,,0,0
C009,G1,2026-09-03,3,1,2,1,1,0,1,1.0,0.0,1,0
C009,G1,2026-09-04,4,1,0,0,0,0,0,,,0,0
C009,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C009,G1,2026-09-06,6,1,4,2,2,1,1,0.5,0.5,2,0
C009,G1,2026-09-07,7,1,2,1,1,1,0,0.0,1.0,1,0
C010,G1,2026-09-01,1,1,0,0,0,0,0,,,0,0
C010,G1,2026-09-02,2,1,2,0,0,0,0,,,2,0
C010,G1,2026-09-03,3,1,0,0,0,0,0,,,0,0
C010,G1,2026-09-04,4,1,0,0,0,0,0,,,0,0
C010,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C010,G1,2026-09-06,6,1,4,1,1,0,1,1.0,0.0,3,0
C010,G1,2026-09-07,7,1,1,0,0,0,0,,,1,0
C011,G1,2026-09-01,1,1,0,0,0,0,0,,,0,0
C011,G1,2026-09-02,2,1,1,1,1,1,0,0.0,1.0,0,0
C011,G1,2026-09-03,3,1,1,1,1,1,0,0.0,1.0,0,0
C011,G1,2026-09-04,4,1,1,0,0,0,0,,,1,0
C011,G1,2026-09-05,5,1,2,2,2,1,1,0.5,0.5,0,0
C011,G1,2026-09-06,6,1,6,6,6,1,5,0.8333333333333334,0.16666666666666666,0,0
C011,G1,2026-09-07,7,1,4,2,2,0,2,1.0,0.0,2,0
C012,G1,2026-09-01,1,1,0,0,0,0,0,,,0,0
C012,G1,2026-09-02,2,1,2,0,0,0,0,,,2,0
C012,G1,2026-09-03,3,1,1,0,0,0,0,,,1,0
C012,G1,2026-09-04,4,1,0,0,0,0,0,,,0,0
C012,G1,2026-09-05,5,1,0,0,0,0,0,,,0,0
C012,G1,2026-09-06,6,1,3,0,0,0,0,,,3,0
C012,G1,2026-09-07,7,0,3,2,2,1,1,,,1,1
C013,G2,2026-09-01,1,1,4,0,0,0,0,,,4,0
C013,G2,2026-09-02,2,1,0,0,0,0,0,,,0,0
C013,G2,2026-09-03,3,1,1,1,1,0,1,1.0,0.0,0,0
C013,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C013,G2,2026-09-05,5,1,1,0,0,0,0,,,1,0
C013,G2,2026-09-06,6,1,3,2,2,0,2,1.0,0.0,1,0
C013,G2,2026-09-07,7,1,1,0,0,0,0,,,1,0
C014,G2,2026-09-01,1,1,5,3,3,1,2,0.6666666666666666,0.3333333333333333,2,0
C014,G2,2026-09-02,2,1,2,1,1,0,1,1.0,0.0,1,0
C014,G2,2026-09-03,3,0,1,1,1,0,1,,,0,1
C014,G2,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C014,G2,2026-09-05,5,1,1,0,0,0,0,,,1,0
C014,G2,2026-09-06,6,0,2,1,1,0,1,,,1,1
C014,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C015,G2,2026-09-01,1,0,1,1,1,0,1,,,0,1
C015,G2,2026-09-02,2,1,1,1,1,0,1,1.0,0.0,0,0
C015,G2,2026-09-03,3,1,3,0,0,0,0,,,3,0
C015,G2,2026-09-04,4,1,1,0,0,0,0,,,1,0
C015,G2,2026-09-05,5,1,0,0,0,0,0,,,0,0
C015,G2,2026-09-06,6,1,4,1,1,0,1,1.0,0.0,3,0
C015,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C016,G2,2026-09-01,1,1,5,1,1,1,0,0.0,1.0,4,0
C016,G2,2026-09-02,2,1,3,2,2,1,1,0.5,0.5,1,0
C016,G2,2026-09-03,3,1,4,1,1,0,1,1.0,0.0,3,0
C016,G2,2026-09-04,4,1,1,0,0,0,0,,,1,0
C016,G2,2026-09-05,5,0,1,1,1,0,1,,,0,1
C016,G2,2026-09-06,6,1,4,1,1,0,1,1.0,0.0,3,0
C016,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C017,G2,2026-09-01,1,1,7,2,2,0,2,1.0,0.0,5,0
C017,G2,2026-09-02,2,1,3,3,3,1,2,0.6666666666666666,0.3333333333333333,0,0
C017,G2,2026-09-03,3,1,3,1,1,0,1,1.0,0.0,2,0
C017,G2,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C017,G2,2026-09-05,5,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0,0
C017,G2,2026-09-06,6,1,3,2,2,1,1,0.5,0.5,1,0
C017,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C018,G2,2026-09-01,1,1,3,0,0,0,0,,,3,0
C018,G2,2026-09-02,2,1,1,0,0,0,0,,,1,0
C018,G2,2026-09-03,3,1,0,0,0,0,0,,,0,0
C018,G2,2026-09-04,4,1,2,0,0,0,0,,,2,0
C018,G2,2026-09-05,5,1,0,0,0,0,0,,,0,0
C018,G2,2026-09-06,6,1,3,0,0,0,0,,,3,0
C018,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C019,G2,2026-09-01,1,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0,0
C019,G2,2026-09-02,2,1,0,0,0,0,0,,,0,0
C019,G2,2026-09-03,3,1,3,1,1,1,0,0.0,1.0,2,0
C019,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C019,G2,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C019,G2,2026-09-06,6,1,5,4,4,1,3,0.75,0.25,1,0
C019,G2,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C020,G2,2026-09-01,1,1,0,0,0,0,0,,,0,0
C020,G2,2026-09-02,2,1,1,0,0,0,0,,,1,0
C020,G2,2026-09-03,3,1,2,2,2,1,1,0.5,0.5,0,0
C020,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C020,G2,2026-09-05,5,1,3,0,0,0,0,,,3,0
C020,G2,2026-09-06,6,1,4,1,1,0,1,1.0,0.0,3,0
C020,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C021,G2,2026-09-01,1,1,5,2,2,1,1,0.5,0.5,3,0
C021,G2,2026-09-02,2,1,0,0,0,0,0,,,0,0
C021,G2,2026-09-03,3,1,2,0,0,0,0,,,2,0
C021,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C021,G2,2026-09-05,5,1,0,0,0,0,0,,,0,0
C021,G2,2026-09-06,6,1,0,0,0,0,0,,,0,0
C021,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C022,G2,2026-09-01,1,1,3,2,2,2,0,0.0,1.0,1,0
C022,G2,2026-09-02,2,1,0,0,0,0,0,,,0,0
C022,G2,2026-09-03,3,1,0,0,0,0,0,,,0,0
C022,G2,2026-09-04,4,1,1,0,0,0,0,,,1,0
C022,G2,2026-09-05,5,0,1,0,0,0,0,,,1,1
C022,G2,2026-09-06,6,0,1,0,0,0,0,,,1,1
C022,G2,2026-09-07,7,1,1,0,0,0,0,,,1,0
C023,G2,2026-09-01,1,1,6,5,5,3,2,0.4,0.6,1,0
C023,G2,2026-09-02,2,1,2,0,0,0,0,,,2,0
C023,G2,2026-09-03,3,1,4,4,4,0,4,1.0,0.0,0,0
C023,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C023,G2,2026-09-05,5,1,2,1,1,0,1,1.0,0.0,1,0
C023,G2,2026-09-06,6,1,5,3,3,0,3,1.0,0.0,2,0
C023,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C024,G2,2026-09-01,1,1,5,0,0,0,0,,,5,0
C024,G2,2026-09-02,2,1,2,0,0,0,0,,,2,0
C024,G2,2026-09-03,3,1,4,2,2,2,0,0.0,1.0,2,0
C024,G2,2026-09-04,4,1,0,0,0,0,0,,,0,0
C024,G2,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C024,G2,2026-09-06,6,1,0,0,0,0,0,,,0,0
C024,G2,2026-09-07,7,1,0,0,0,0,0,,,0,0
C025,G3,2026-09-01,1,0,1,0,0,0,0,,,1,1
C025,G3,2026-09-02,2,1,0,0,0,0,0,,,0,0
C025,G3,2026-09-03,3,1,0,0,0,0,0,,,0,0
C025,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C025,G3,2026-09-05,5,1,2,0,0,0,0,,,2,0
C025,G3,2026-09-06,6,1,2,1,1,0,1,1.0,0.0,1,0
C025,G3,2026-09-07,7,1,1,0,0,0,0,,,1,0
C026,G3,2026-09-01,1,1,1,0,0,0,0,,,1,0
C026,G3,2026-09-02,2,1,3,1,1,1,0,0.0,1.0,2,0
C026,G3,2026-09-03,3,0,1,0,0,0,0,,,1,1
C026,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C026,G3,2026-09-05,5,1,1,0,0,0,0,,,1,0
C026,G3,2026-09-06,6,1,2,1,1,1,0,0.0,1.0,1,0
C026,G3,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C027,G3,2026-09-01,1,1,0,0,0,0,0,,,0,0
C027,G3,2026-09-02,2,1,1,0,0,0,0,,,1,0
C027,G3,2026-09-03,3,1,0,0,0,0,0,,,0,0
C027,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C027,G3,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C027,G3,2026-09-06,6,1,0,0,0,0,0,,,0,0
C027,G3,2026-09-07,7,1,0,0,0,0,0,,,0,0
C028,G3,2026-09-01,1,1,0,0,0,0,0,,,0,0
C028,G3,2026-09-02,2,1,1,1,1,0,1,1.0,0.0,0,0
C028,G3,2026-09-03,3,1,0,0,0,0,0,,,0,0
C028,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C028,G3,2026-09-05,5,1,2,1,1,1,0,0.0,1.0,1,0
C028,G3,2026-09-06,6,1,2,0,0,0,0,,,2,0
C028,G3,2026-09-07,7,1,0,0,0,0,0,,,0,0
C029,G3,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C029,G3,2026-09-02,2,1,6,2,2,0,2,1.0,0.0,4,0
C029,G3,2026-09-03,3,1,2,2,2,0,2,1.0,0.0,0,0
C029,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C029,G3,2026-09-05,5,1,1,0,0,0,0,,,1,0
C029,G3,2026-09-06,6,1,4,2,2,0,2,1.0,0.0,2,0
C029,G3,2026-09-07,7,1,3,2,2,0,2,1.0,0.0,1,0
C030,G3,2026-09-01,1,1,0,0,0,0,0,,,0,0
C030,G3,2026-09-02,2,1,1,0,0,0,0,,,1,0
C030,G3,2026-09-03,3,1,0,0,0,0,0,,,0,0
C030,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C030,G3,2026-09-05,5,1,0,0,0,0,0,,,0,0
C030,G3,2026-09-06,6,1,1,0,0,0,0,,,1,0
C030,G3,2026-09-07,7,1,1,0,0,0,0,,,1,0
C031,G3,2026-09-01,1,1,0,0,0,0,0,,,0,0
C031,G3,2026-09-02,2,1,3,1,1,0,1,1.0,0.0,2,0
C031,G3,2026-09-03,3,1,1,1,1,1,0,0.0,1.0,0,0
C031,G3,2026-09-04,4,1,1,1,1,1,0,0.0,1.0,0,0
C031,G3,2026-09-05,5,0,1,1,1,1,0,,,0,1
C031,G3,2026-09-06,6,1,3,0,0,0,0,,,3,0
C031,G3,2026-09-07,7,1,0,0,0,0,0,,,0,0
C032,G3,2026-09-01,1,1,0,0,0,0,0,,,0,0
C032,G3,2026-09-02,2,1,2,0,0,0,0,,,2,0
C032,G3,2026-09-03,3,1,1,1,1,1,0,0.0,1.0,0,0
C032,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C032,G3,2026-09-05,5,1,0,0,0,0,0,,,0,0
C032,G3,2026-09-06,6,1,3,0,0,0,0,,,3,0
C032,G3,2026-09-07,7,1,0,0,0,0,0,,,0,0
C033,G3,2026-09-01,1,1,1,0,0,0,0,,,1,0
C033,G3,2026-09-02,2,1,2,0,0,0,0,,,2,0
C033,G3,2026-09-03,3,1,0,0,0,0,0,,,0,0
C033,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C033,G3,2026-09-05,5,1,0,0,0,0,0,,,0,0
C033,G3,2026-09-06,6,1,2,0,0,0,0,,,2,0
C033,G3,2026-09-07,7,1,1,1,1,1,0,0.0,1.0,0,0
C034,G3,2026-09-01,1,0,0,0,0,0,0,,,0,1
C034,G3,2026-09-02,2,1,3,0,0,0,0,,,3,0
C034,G3,2026-09-03,3,0,1,0,0,0,0,,,1,1
C034,G3,2026-09-04,4,0,0,0,0,0,0,,,0,1
C034,G3,2026-09-05,5,1,0,0,0,0,0,,,0,0
C034,G3,2026-09-06,6,1,2,0,0,0,0,,,2,0
C034,G3,2026-09-07,7,1,1,0,0,0,0,,,1,0
C035,G3,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C035,G3,2026-09-02,2,1,1,0,0,0,0,,,1,0
C035,G3,2026-09-03,3,1,6,3,3,2,1,0.3333333333333333,0.6666666666666666,3,0
C035,G3,2026-09-04,4,1,0,0,0,0,0,,,0,0
C035,G3,2026-09-05,5,1,1,0,0,0,0,,,1,0
C035,G3,2026-09-06,6,1,0,0,0,0,0,,,0,0
C035,G3,2026-09-07,7,1,1,0,0,0,0,,,1,0
C036,G3,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C036,G3,2026-09-02,2,1,3,3,3,1,2,0.6666666666666666,0.3333333333333333,0,0
C036,G3,2026-09-03,3,1,3,1,1,0,1,1.0,0.0,2,0
C036,G3,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C036,G3,2026-09-05,5,1,0,0,0,0,0,,,0,0
C036,G3,2026-09-06,6,1,6,5,5,1,4,0.8,0.2,1,0
C036,G3,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C037,G4,2026-09-01,1,1,1,0,0,0,0,,,1,0
C037,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C037,G4,2026-09-03,3,1,0,0,0,0,0,,,0,0
C037,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C037,G4,2026-09-05,5,1,0,0,0,0,0,,,0,0
C037,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C037,G4,2026-09-07,7,1,1,0,0,0,0,,,1,0
C038,G4,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C038,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C038,G4,2026-09-03,3,1,0,0,0,0,0,,,0,0
C038,G4,2026-09-04,4,1,2,2,2,1,1,0.5,0.5,0,0
C038,G4,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C038,G4,2026-09-06,6,1,1,1,1,1,0,0.0,1.0,0,0
C038,G4,2026-09-07,7,1,4,4,4,1,3,0.75,0.25,0,0
C039,G4,2026-09-01,1,1,0,0,0,0,0,,,0,0
C039,G4,2026-09-02,2,1,1,0,0,0,0,,,1,0
C039,G4,2026-09-03,3,1,3,3,3,1,2,0.6666666666666666,0.3333333333333333,0,0
C039,G4,2026-09-04,4,1,1,0,0,0,0,,,1,0
C039,G4,2026-09-05,5,1,2,1,1,0,1,1.0,0.0,1,0
C039,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C039,G4,2026-09-07,7,1,5,1,1,0,1,1.0,0.0,4,0
C040,G4,2026-09-01,1,1,1,0,0,0,0,,,1,0
C040,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C040,G4,2026-09-03,3,1,2,2,2,2,0,0.0,1.0,0,0
C040,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C040,G4,2026-09-05,5,1,2,1,1,1,0,0.0,1.0,1,0
C040,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C040,G4,2026-09-07,7,1,2,0,0,0,0,,,2,0
C041,G4,2026-09-01,1,1,1,0,0,0,0,,,1,0
C041,G4,2026-09-02,2,1,1,1,1,0,1,1.0,0.0,0,0
C041,G4,2026-09-03,3,1,0,0,0,0,0,,,0,0
C041,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C041,G4,2026-09-05,5,1,0,0,0,0,0,,,0,0
C041,G4,2026-09-06,6,0,0,0,0,0,0,,,0,1
C041,G4,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C042,G4,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C042,G4,2026-09-02,2,0,0,0,0,0,0,,,0,1
C042,G4,2026-09-03,3,1,0,0,0,0,0,,,0,0
C042,G4,2026-09-04,4,1,1,0,0,0,0,,,1,0
C042,G4,2026-09-05,5,1,1,0,0,0,0,,,1,0
C042,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C042,G4,2026-09-07,7,1,3,1,1,1,0,0.0,1.0,2,0
C043,G4,2026-09-01,1,1,2,2,2,2,0,0.0,1.0,0,0
C043,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C043,G4,2026-09-03,3,1,1,0,0,0,0,,,1,0
C043,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C043,G4,2026-09-05,5,1,1,0,0,0,0,,,1,0
C043,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C043,G4,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C044,G4,2026-09-01,1,1,1,0,0,0,0,,,1,0
C044,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C044,G4,2026-09-03,3,1,1,0,0,0,0,,,1,0
C044,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C044,G4,2026-09-05,5,1,1,0,0,0,0,,,1,0
C044,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C044,G4,2026-09-07,7,1,0,0,0,0,0,,,0,0
C045,G4,2026-09-01,1,1,4,2,2,1,1,0.5,0.5,2,0
C045,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C045,G4,2026-09-03,3,1,2,1,1,0,1,1.0,0.0,1,0
C045,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C045,G4,2026-09-05,5,1,0,0,0,0,0,,,0,0
C045,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C045,G4,2026-09-07,7,1,6,5,5,0,5,1.0,0.0,1,0
C046,G4,2026-09-01,1,1,2,1,1,0,1,1.0,0.0,1,0
C046,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C046,G4,2026-09-03,3,1,2,1,1,1,0,0.0,1.0,1,0
C046,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C046,G4,2026-09-05,5,1,2,1,1,0,1,1.0,0.0,1,0
C046,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C046,G4,2026-09-07,7,1,4,3,3,1,2,0.6666666666666666,0.3333333333333333,1,0
C047,G4,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C047,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C047,G4,2026-09-03,3,1,1,0,0,0,0,,,1,0
C047,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C047,G4,2026-09-05,5,1,1,0,0,0,0,,,1,0
C047,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C047,G4,2026-09-07,7,1,3,0,0,0,0,,,3,0
C048,G4,2026-09-01,1,1,0,0,0,0,0,,,0,0
C048,G4,2026-09-02,2,1,0,0,0,0,0,,,0,0
C048,G4,2026-09-03,3,1,0,0,0,0,0,,,0,0
C048,G4,2026-09-04,4,1,0,0,0,0,0,,,0,0
C048,G4,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C048,G4,2026-09-06,6,1,0,0,0,0,0,,,0,0
C048,G4,2026-09-07,7,1,2,1,1,0,1,1.0,0.0,1,0
C049,G5,2026-09-01,1,1,2,0,0,0,0,,,2,0
C049,G5,2026-09-02,2,1,1,0,0,0,0,,,1,0
C049,G5,2026-09-03,3,1,1,0,0,0,0,,,1,0
C049,G5,2026-09-04,4,1,0,0,0,0,0,,,0,0
C049,G5,2026-09-05,5,1,0,0,0,0,0,,,0,0
C049,G5,2026-09-06,6,1,0,0,0,0,0,,,0,0
C049,G5,2026-09-07,7,1,2,1,1,0,1,1.0,0.0,1,0
C050,G5,2026-09-01,1,1,0,0,0,0,0,,,0,0
C050,G5,2026-09-02,2,1,1,0,0,0,0,,,1,0
C050,G5,2026-09-03,3,0,1,0,0,0,0,,,1,1
C050,G5,2026-09-04,4,1,2,2,2,0,2,1.0,0.0,0,0
C050,G5,2026-09-05,5,1,3,2,2,0,2,1.0,0.0,1,0
C050,G5,2026-09-06,6,1,2,1,1,0,1,1.0,0.0,1,0
C050,G5,2026-09-07,7,1,2,0,0,0,0,,,2,0
C051,G5,2026-09-01,1,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0,0
C051,G5,2026-09-02,2,1,3,2,2,1,1,0.5,0.5,1,0
C051,G5,2026-09-03,3,1,0,0,0,0,0,,,0,0
C051,G5,2026-09-04,4,1,1,0,0,0,0,,,1,0
C051,G5,2026-09-05,5,1,2,1,1,0,1,1.0,0.0,1,0
C051,G5,2026-09-06,6,1,4,1,1,0,1,1.0,0.0,3,0
C051,G5,2026-09-07,7,1,2,2,2,0,2,1.0,0.0,0,0
C052,G5,2026-09-01,1,1,0,0,0,0,0,,,0,0
C052,G5,2026-09-02,2,1,2,0,0,0,0,,,2,0
C052,G5,2026-09-03,3,1,0,0,0,0,0,,,0,0
C052,G5,2026-09-04,4,1,0,0,0,0,0,,,0,0
C052,G5,2026-09-05,5,1,1,1,1,1,0,0.0,1.0,0,0
C052,G5,2026-09-06,6,1,2,1,1,0,1,1.0,0.0,1,0
C052,G5,2026-09-07,7,1,3,2,2,0,2,1.0,0.0,1,0
C053,G5,2026-09-01,1,0,1,1,1,1,0,,,0,1
C053,G5,2026-09-02,2,1,3,3,3,1,2,0.6666666666666666,0.3333333333333333,0,0
C053,G5,2026-09-03,3,1,2,1,1,0,1,1.0,0.0,1,0
C053,G5,2026-09-04,4,1,3,2,2,0,2,1.0,0.0,1,0
C053,G5,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C053,G5,2026-09-06,6,1,4,4,4,0,4,1.0,0.0,0,0
C053,G5,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C054,G5,2026-09-01,1,1,1,1,1,0,1,1.0,0.0,0,0
C054,G5,2026-09-02,2,1,1,0,0,0,0,,,1,0
C054,G5,2026-09-03,3,1,2,2,2,1,1,0.5,0.5,0,0
C054,G5,2026-09-04,4,1,1,0,0,0,0,,,1,0
C054,G5,2026-09-05,5,0,0,0,0,0,0,,,0,1
C054,G5,2026-09-06,6,1,2,1,1,0,1,1.0,0.0,1,0
C054,G5,2026-09-07,7,1,2,2,2,0,2,1.0,0.0,0,0
C055,G5,2026-09-01,1,1,0,0,0,0,0,,,0,0
C055,G5,2026-09-02,2,1,0,0,0,0,0,,,0,0
C055,G5,2026-09-03,3,1,1,0,0,0,0,,,1,0
C055,G5,2026-09-04,4,1,0,0,0,0,0,,,0,0
C055,G5,2026-09-05,5,1,1,0,0,0,0,,,1,0
C055,G5,2026-09-06,6,1,0,0,0,0,0,,,0,0
C055,G5,2026-09-07,7,1,0,0,0,0,0,,,0,0
C056,G5,2026-09-01,1,1,1,0,0,0,0,,,1,0
C056,G5,2026-09-02,2,1,3,0,0,0,0,,,3,0
C056,G5,2026-09-03,3,1,1,0,0,0,0,,,1,0
C056,G5,2026-09-04,4,1,1,0,0,0,0,,,1,0
C056,G5,2026-09-05,5,1,1,0,0,0,0,,,1,0
